CustomerId,Surname,Education,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Housing,Loan,Card Type ,Exited
15805260,Wood,primary ,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,no,yes ,PLATINUM ,1
15621629,Scott,secondary ,773,Germany,Male,43,8,81844.91,2,1,1,35908.46,no,yes ,PLATINUM ,0
15662151,Gould,secondary ,554,France,Male,40,4,0,1,0,1,168780.04,no,yes ,SILVER ,0
15747174,Hao,secondary ,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,no,yes ,DIAMOND ,0
15651585,Power,tertiary ,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,no,yes ,DIAMOND ,0
15649738,White,secondary ,698,France,Female,46,0,0,2,1,1,125962.02,yes,yes ,DIAMOND ,0
15633108,Thorpe,secondary ,646,France,Male,26,4,139848.17,1,1,0,164696.27,no,yes ,DIAMOND ,0
15769254,Tuan,secondary ,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,no,yes ,PLATINUM ,0
15704746,Inman,secondary ,699,Spain,Male,35,2,167455.66,2,1,1,55324.49,no,yes ,GOLD ,0
15637644,Hanson,secondary ,667,France,Female,24,4,0,2,0,1,34335.55,no,yes ,DIAMOND ,0
15609562,MacDonald,primary ,774,Spain,Female,43,1,116360.07,1,1,0,17004.14,no,yes ,SILVER ,0
15787459,Parkes,secondary ,745,Spain,Male,40,3,88466.82,1,0,0,116331.42,no,yes ,SILVER ,0
15762902,Stanley,tertiary ,649,France,Female,42,7,0,2,0,1,22974.01,no,yes ,GOLD ,0
15738605,Fischer,secondary ,634,Germany,Female,46,5,123642.36,1,1,1,49725.16,no,yes ,PLATINUM ,1
15724889,Chinweuba,tertiary ,665,Spain,Male,38,9,0,1,0,1,87412.74,no,yes ,GOLD ,0
15730735,Henning,secondary ,713,France,Male,38,9,72286.84,2,1,1,26136.89,no,yes ,SILVER ,0
15689147,Ogochukwu,secondary ,652,France,Female,40,1,0,2,1,0,126554.96,no,yes ,PLATINUM ,0
15730397,Narelle,secondary ,739,Spain,Male,40,1,109681.61,1,1,1,193321.3,no,yes ,PLATINUM ,0
15762169,Bergman,unknown ,556,Germany,Male,37,9,145018.64,2,1,0,90928.02,no,yes ,SILVER ,1
15589320,Sagese,secondary ,699,Spain,Male,34,8,0,1,1,1,76510.46,no,yes ,PLATINUM ,0
15799211,Anenechi,secondary ,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,no,yes ,GOLD ,0
15798310,Palerma,primary ,480,France,Male,35,2,165692.91,1,1,1,197984.58,yes,yes ,GOLD ,0
15609998,Okwudilichukwu,unknown ,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,no,yes ,PLATINUM ,1
15583548,Harrison,tertiary ,525,Spain,Female,47,6,118560,1,1,0,82522.61,no,yes ,PLATINUM ,1
15761763,Jamieson,tertiary ,845,France,Male,33,8,164385.53,1,1,0,150664.97,no,yes ,GOLD ,0
15764409,Goodman,secondary ,613,France,Male,37,9,108286.5,1,1,1,114153.44,no,yes ,GOLD ,0
15710161,Ko,secondary ,850,France,Female,34,2,0,2,1,1,171706.66,no,yes ,SILVER ,0
15735246,Norman,secondary ,798,Spain,Female,58,9,0,2,0,0,119071.56,no,yes ,DIAMOND ,1
15791700,Ugochukwutubelum,secondary ,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,no,yes ,PLATINUM ,1
15670753,Uvarova,tertiary ,614,Spain,Male,35,2,127283.78,1,1,1,31302.35,no,yes ,SILVER ,0
15573876,Chia,secondary ,473,Spain,Male,48,8,0,2,1,0,71139.8,no,yes ,SILVER ,0
15770174,Piazza,secondary ,762,France,Male,29,6,141389.06,1,1,0,54122.89,no,yes ,DIAMOND ,0
15641114,Power,tertiary ,701,France,Male,37,8,130091.5,1,1,1,120031.29,no,yes ,PLATINUM ,0
15682435,P'eng,tertiary ,600,France,Male,35,4,143744.77,2,1,0,104076.51,no,yes ,GOLD ,0
15751788,Johnson,unknown ,850,Spain,Male,28,9,97408.03,1,1,1,175853.64,no,yes ,GOLD ,0
15672598,Walker,primary ,613,Spain,Male,30,9,111927.45,1,1,1,175795.87,no,yes ,SILVER ,0
15762803,Innes,secondary ,509,France,Male,31,3,0,2,1,0,15360.91,no,yes ,PLATINUM ,0
15812982,Francis,secondary ,509,Spain,Male,38,2,0,1,0,0,168460.12,no,yes ,GOLD ,0
15597901,Chidozie,secondary ,609,France,Male,34,1,0,1,1,1,181177.9,no,yes ,PLATINUM ,0
15731507,Mackenzie,primary ,456,France,Female,33,1,188285.68,1,0,0,58363.94,no,yes ,PLATINUM ,0
15809826,Craigie,tertiary ,728,France,Female,46,2,109705.52,1,1,0,20276.87,no,yes ,PLATINUM ,1
15764237,Manfrin,primary ,663,Spain,Male,33,9,0,2,0,0,91514.62,yes,yes ,PLATINUM ,0
15769917,Onyekachi,unknown ,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,no,yes ,DIAMOND ,0
15641850,Pethard,secondary ,717,France,Male,40,0,98241.04,1,1,0,110887.14,no,yes ,GOLD ,0
15770974,Nwabugwu,secondary ,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,no,yes ,SILVER ,0
15803749,DeRose,secondary ,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,no,yes ,GOLD ,1
15684999,Ch'eng,secondary ,850,France,Female,26,4,62610.96,2,0,1,179365.1,no,yes ,DIAMOND ,0
15770225,Padovesi,secondary ,493,France,Male,36,9,0,2,1,1,65816.53,no,yes ,SILVER ,0
15627484,Obielumani,unknown ,686,France,Female,47,5,113328.93,1,1,0,124170.9,no,yes ,PLATINUM ,0
15610337,Stephens,secondary ,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,no,yes ,DIAMOND ,0
15752488,Emery,secondary ,733,Spain,Female,31,9,102289.85,1,1,1,115441.66,no,yes ,PLATINUM ,0
15610056,Dufresne,secondary ,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,no,yes ,PLATINUM ,0
15806049,Lee,unknown ,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,no,yes ,DIAMOND ,0
15736069,Hsing,secondary ,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,no,yes ,SILVER ,1
15763662,Longo,tertiary ,711,Germany,Male,43,2,39043.29,2,1,1,175423.69,no,yes ,DIAMOND ,0
15615575,Vial,secondary ,722,France,Male,34,8,0,2,1,1,133447.49,no,yes ,DIAMOND ,0
15691723,Chukwudi,primary ,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,no,yes ,DIAMOND ,0
15774098,Grant,primary ,701,Germany,Male,38,3,125385.49,2,0,1,52044.66,no,yes ,DIAMOND ,0
15750808,Ma,tertiary ,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,no,yes ,GOLD ,0
15744368,Sun,secondary ,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,no,yes ,DIAMOND ,0
15610594,Moss,primary ,644,France,Female,37,8,0,2,1,0,20968.88,no,yes ,GOLD ,0
15756125,Booth,secondary ,757,Spain,Male,44,5,140856.16,2,1,0,158735.1,no,yes ,DIAMOND ,0
15623277,Ross,unknown ,696,France,Female,30,8,0,2,1,1,196134.44,no,yes ,SILVER ,0
15795954,Ndukaku,secondary ,746,France,Male,35,2,172274.01,1,1,0,22374.97,no,yes ,PLATINUM ,0
15671969,Pruneda,secondary ,649,Spain,Male,36,8,0,2,1,0,161668.15,no,yes ,GOLD ,0
15791268,Neumann,primary ,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,yes,yes ,PLATINUM ,0
15713655,Calabrese,unknown ,720,France,Female,38,10,0,2,1,1,56229.72,no,yes ,GOLD ,1
15633930,Yobachukwu,secondary ,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,no,yes ,SILVER ,1
15712849,Tung,secondary ,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,no,yes ,PLATINUM ,1
15639077,Marchesi,secondary ,622,France,Female,30,2,158584.82,3,1,0,142342.55,no,yes ,DIAMOND ,1
15808784,Hess,tertiary ,835,France,Male,28,2,163569.61,2,1,1,154559.28,yes,yes ,PLATINUM ,0
15648577,Pickering,secondary ,493,France,Female,31,3,0,1,1,1,176570.28,no,yes ,SILVER ,1
15670345,Mazzi,secondary ,785,Germany,Female,33,6,127211.45,1,0,0,191961.83,no,yes ,SILVER ,0
15633112,Madukaego,secondary ,681,Germany,Male,42,3,118199.97,2,1,0,9452.88,no,yes ,PLATINUM ,1
15714397,Trentino,secondary ,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,no,yes ,SILVER ,0
15780038,Paterson,primary ,756,Spain,Male,38,6,119208.85,1,1,0,169763.89,no,yes ,DIAMOND ,1
15756305,Marchesi,tertiary ,515,France,Female,66,6,0,2,1,1,160663.11,no,yes ,PLATINUM ,0
15578799,Anayolisa,secondary ,625,France,Female,58,10,53772.73,1,1,1,192072.1,no,yes ,SILVER ,1
15800326,Poole,secondary ,717,Spain,Female,39,6,0,2,1,0,93275.61,yes,yes ,DIAMOND ,0
15785485,Zhou,unknown ,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,no,yes ,SILVER ,0
15783958,Bates,secondary ,539,Spain,Female,37,1,130922.81,2,0,0,2186.83,yes,yes ,PLATINUM ,0
15727546,Olejuru,secondary ,762,France,Male,35,9,0,2,1,1,43075.7,no,yes ,DIAMOND ,0
15739576,Bustard,tertiary ,706,Spain,Male,20,8,0,2,1,1,12368.11,no,yes ,PLATINUM ,0
15631333,Wade,secondary ,677,Spain,Female,25,8,130866.19,1,1,0,42410.21,yes,yes ,DIAMOND ,0
15604782,Tan,secondary ,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,no,yes ,DIAMOND ,0
15589643,Ngozichukwuka,secondary ,684,Spain,Female,41,7,0,1,1,1,138394.37,no,yes ,SILVER ,0
15585533,Calabrese,primary ,679,France,Male,36,6,147733.64,1,0,1,172501.38,no,yes ,PLATINUM ,0
15681506,Lane,tertiary ,478,Spain,Male,43,1,0,2,1,1,197916.43,yes,yes ,DIAMOND ,0
15630551,Forbes,primary ,696,France,Male,33,2,163139.27,1,1,1,7035.36,no,yes ,DIAMOND ,0
15698349,Davy,secondary ,686,Spain,Female,35,4,0,2,1,1,159676.55,no,yes ,GOLD ,0
15776631,Ma,secondary ,466,France,Female,36,5,119540.15,1,0,1,80603.99,no,yes ,PLATINUM ,0
15762216,Barrera,secondary ,686,France,Female,41,4,129553.76,2,1,0,187599.8,no,yes ,DIAMOND ,0
15623927,Alexander,secondary ,576,France,Male,55,9,0,2,1,1,94450.97,no,yes ,DIAMOND ,0
15681402,Ngozichukwuka,secondary ,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,no,yes ,PLATINUM ,0
15586264,Murray,tertiary ,572,France,Male,43,2,140431.98,1,1,0,26450.57,no,yes ,DIAMOND ,1
15594685,Hall,primary ,757,France,Female,49,2,0,2,0,0,164482.92,no,yes ,PLATINUM ,0
15812945,Padovesi,secondary ,582,France,Female,29,0,0,1,1,1,84012.81,no,yes ,DIAMOND ,0
15734628,Lysaght,primary ,623,France,Female,35,5,0,2,1,0,101192.08,no,yes ,DIAMOND ,0
15629323,Kelechi,secondary ,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,no,yes ,SILVER ,1
15666823,Nebechi,primary ,425,France,Male,39,4,0,2,1,0,197226.32,no,yes ,SILVER ,0
15777553,Hanson,primary ,659,France,Female,56,9,123785.24,1,1,0,99504.03,no,yes ,GOLD ,1
15613097,Kao,unknown ,605,France,Female,33,4,0,2,0,1,83700.66,no,yes ,DIAMOND ,0
15622217,Tu,tertiary ,538,France,Female,38,8,88758.95,2,0,0,28226.15,no,yes ,DIAMOND ,1
15703588,Palerma,tertiary ,665,Germany,Male,25,5,153611.83,2,1,0,35321.65,yes,yes ,SILVER ,0
15570835,Fallaci,secondary ,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,yes,yes ,DIAMOND ,1
15679299,Shen,primary ,726,Spain,Female,27,7,123826.07,1,0,1,78970.58,yes,yes ,GOLD ,0
15808044,Ts'ui,tertiary ,580,France,Female,65,9,106804.26,3,1,0,107890.69,no,yes ,GOLD ,1
15579208,Chikezie,secondary ,550,France,Female,48,6,0,2,1,1,191870.28,no,yes ,PLATINUM ,0
15684951,He,secondary ,542,France,Female,59,2,68892.77,2,1,0,7905.06,no,yes ,DIAMOND ,1
15667620,Dreyer,primary ,732,France,Female,43,6,0,2,1,0,65731.53,no,yes ,PLATINUM ,0
15582960,Short,secondary ,473,France,Female,33,5,125827.43,1,0,1,145698.73,no,yes ,PLATINUM ,0
15590730,Hunt,tertiary ,745,Spain,Male,34,9,0,2,1,0,50046.25,no,yes ,SILVER ,0
15763747,Ricci,secondary ,732,France,Male,36,7,0,2,1,1,60830.24,no,yes ,GOLD ,0
15778320,Teng,tertiary ,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,no,yes ,SILVER ,0
15642787,Ijendu,secondary ,572,France,Male,37,1,133043.66,1,0,0,111243.09,no,yes ,GOLD ,0
15624633,Kibby,secondary ,702,France,Male,45,9,74989.58,1,1,1,171014.69,no,yes ,SILVER ,0
15766765,Obiuto,primary ,664,Germany,Male,39,7,60263.23,1,1,0,170835.32,no,yes ,SILVER ,0
15783615,Ramos,unknown ,630,Germany,Male,50,3,129370.91,4,1,1,47775.34,no,yes ,GOLD ,1
15640161,Calabrese,primary ,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,no,yes ,GOLD ,0
15619889,Vasin,secondary ,556,France,Male,26,4,0,1,1,0,195167.38,no,yes ,SILVER ,0
15579166,Munro,tertiary ,619,France,Female,30,7,70729.17,1,1,1,160948.87,no,yes ,DIAMOND ,0
15789097,Keeley,secondary ,644,France,Male,48,8,0,2,0,1,44965.54,yes,yes ,DIAMOND ,1
15674880,Archer,secondary ,658,Spain,Male,50,2,0,2,1,0,52137.73,no,yes ,GOLD ,0
15778157,Murray,secondary ,598,Spain,Male,27,8,90721.52,2,1,0,109296.18,no,yes ,GOLD ,0
15779064,Chidiegwu,secondary ,677,France,Male,27,2,0,2,1,1,20092.89,no,yes ,PLATINUM ,0
15801265,Tang,secondary ,689,Spain,Female,45,0,57784.22,1,1,0,197804,no,yes ,SILVER ,1
15589204,Farrar,tertiary ,591,France,Male,33,9,131765.72,1,1,0,118782.06,no,yes ,GOLD ,0
15664543,Shaw,secondary ,699,France,Male,40,7,0,1,0,1,152876.13,no,yes ,DIAMOND ,1
15582714,Napolitani,primary ,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,no,yes ,GOLD ,1
15797595,Greenhalgh,primary ,709,France,Female,40,9,131569.63,1,1,1,103970.58,no,yes ,DIAMOND ,0
15614034,Martin,unknown ,607,Germany,Male,61,2,164523.5,2,1,1,35786.76,no,yes ,DIAMOND ,0
15763171,Hu,secondary ,650,Germany,Female,25,2,114330.95,1,1,1,25325.07,no,yes ,DIAMOND ,0
15647266,Y?an,primary ,651,Spain,Female,45,10,135923.16,1,1,0,18732.84,no,yes ,GOLD ,0
15757577,Odili,secondary ,676,France,Female,61,8,0,2,1,1,118522.73,no,yes ,DIAMOND ,0
15736656,H?,primary ,723,France,Female,49,4,0,2,0,1,89972.25,no,yes ,PLATINUM ,0
15635078,Chiemela,secondary ,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,no,yes ,PLATINUM ,0
15680141,Yuan,secondary ,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,no,yes ,SILVER ,0
15576945,Clements,secondary ,582,France,Male,29,0,0,1,1,0,142516.35,yes,yes ,GOLD ,0
15602034,Kolesnikov,secondary ,697,France,Female,34,2,126558.92,1,1,0,73334.43,no,yes ,PLATINUM ,0
15732020,Rutherford,secondary ,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,no,yes ,DIAMOND ,0
15611029,Hsiung,tertiary ,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,no,yes ,GOLD ,0
15621210,Angelo,secondary ,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,no,yes ,DIAMOND ,1
15569222,Mendes,secondary ,781,France,Male,32,6,147107.91,1,1,1,40066.95,no,yes ,PLATINUM ,0
15664639,McGregor,secondary ,645,France,Male,19,9,128514.84,1,0,0,175969.19,no,yes ,GOLD ,0
15724223,Bronner,primary ,545,France,Female,55,5,0,1,0,0,10034.77,no,yes ,DIAMOND ,1
15644621,Mironova,secondary ,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,no,yes ,PLATINUM ,0
15756056,Ku,primary ,561,Spain,Female,28,3,0,2,1,0,191387.76,no,yes ,DIAMOND ,0
15700353,Evans,primary ,662,France,Female,37,6,0,2,1,0,51229.17,no,yes ,PLATINUM ,0
15624388,Henderson,secondary ,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,no,yes ,DIAMOND ,1
15627212,Smith,secondary ,630,France,Female,36,2,110414.48,1,1,1,48984.95,no,yes ,SILVER ,0
15648005,Russell,tertiary ,672,Spain,Male,33,2,0,2,1,1,182738,yes,yes ,SILVER ,0
15681446,Sun,secondary ,636,Germany,Female,37,9,157098.52,1,1,1,153535.27,yes,yes ,SILVER ,0
15775888,McDonald,secondary ,593,Germany,Female,38,5,85626.6,1,1,1,125079.65,no,yes ,GOLD ,0
15749019,Wong,secondary ,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,yes,yes ,GOLD ,0
15709928,Niu,tertiary ,567,Spain,Female,41,1,0,2,1,0,3414.72,no,yes ,SILVER ,0
15784676,Fanucci,tertiary ,583,France,Male,51,6,125268.03,2,1,0,165082.25,no,yes ,PLATINUM ,0
15748116,Zetticci,secondary ,681,France,Female,29,2,148143.84,1,1,1,52021.39,yes,yes ,SILVER ,0
15612193,Hsia,secondary ,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,no,yes ,PLATINUM ,0
15762984,McIntosh,tertiary ,648,Spain,Male,35,7,0,2,0,0,122899.01,yes,yes ,DIAMOND ,0
15613713,Kozlova,secondary ,644,France,Male,30,5,44928.88,1,1,1,10771.46,no,yes ,PLATINUM ,0
15664204,Meany,secondary ,706,Spain,Male,29,2,0,2,1,1,18255.51,yes,yes ,SILVER ,0
15639415,Thompson,tertiary ,850,France,Male,35,3,162442.35,1,1,0,183566.78,no,yes ,GOLD ,0
15806332,Le Gallienne,secondary ,484,Spain,Female,39,5,0,2,1,1,175224.12,no,yes ,SILVER ,0
15614929,Cheng,tertiary ,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,no,yes ,PLATINUM ,0
15695492,P'eng,primary ,439,France,Female,29,6,156569.43,1,1,0,180598.66,no,yes ,GOLD ,0
15635972,Lloyd,primary ,484,Spain,Male,36,8,0,2,1,0,186136.48,no,yes ,PLATINUM ,0
15616380,Wheeler,primary ,803,Spain,Female,37,1,0,2,0,0,7455.2,no,yes ,SILVER ,0
15581440,Christie,primary ,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,no,yes ,PLATINUM ,1
15654390,He,unknown ,640,France,Male,33,7,154575.76,1,1,0,25722.28,yes,yes ,GOLD ,1
15660688,King,secondary ,701,Spain,Female,35,9,0,2,0,0,170996.86,yes,yes ,DIAMOND ,0
15806307,Favors,primary ,537,France,Male,37,3,0,2,1,1,20603.32,no,yes ,SILVER ,0
15647975,Vida,primary ,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,no,yes ,SILVER ,0
15595728,Thomas,primary ,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,no,yes ,SILVER ,1
15735388,Wayn,secondary ,717,France,Female,25,7,108664.85,2,1,0,190011.85,no,yes ,PLATINUM ,0
15788535,Tan,primary ,593,Spain,Male,44,5,0,1,1,0,128046.98,no,yes ,SILVER ,0
15765902,Gibson,secondary ,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,no,yes ,DIAMOND ,0
15642345,Y?,secondary ,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,no,yes ,PLATINUM ,1
15641250,Calabresi,secondary ,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,no,yes ,PLATINUM ,0
15706163,Enyinnaya,primary ,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,no,yes ,SILVER ,1
15746708,Ritchie,secondary ,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,no,yes ,PLATINUM ,1
15775203,Chia,tertiary ,824,France,Male,45,3,129209.48,1,0,0,60151.77,yes,yes ,DIAMOND ,0
15787907,Wang,primary ,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,no,yes ,PLATINUM ,1
15646764,Lorenzo,tertiary ,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,no,yes ,PLATINUM ,1
15678284,Pai,primary ,651,France,Male,35,7,74623.5,3,1,0,129451.29,no,yes ,SILVER ,1
15726791,Nuttall,primary ,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,no,yes ,DIAMOND ,1
15813144,Osborne,primary ,554,France,Female,26,7,92606.86,2,1,0,192709.69,no,yes ,SILVER ,0
15669342,Ferri,secondary ,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,yes,yes ,PLATINUM ,0
15710366,Hamilton,primary ,569,Spain,Female,42,1,0,1,1,1,83629.6,yes,yes ,PLATINUM ,1
15614934,McEwan,secondary ,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,yes,yes ,SILVER ,0
15588701,Lai,tertiary ,592,France,Female,38,4,0,2,1,0,35338.96,no,yes ,SILVER ,0
15665438,Hs?,tertiary ,669,France,Male,43,1,163159.85,1,0,1,15602.8,no,yes ,PLATINUM ,0
15644896,Thompson,primary ,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,yes,yes ,PLATINUM ,0
15670205,Boyd,secondary ,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,no,yes ,PLATINUM ,0
15635776,Trevisani,secondary ,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,yes,yes ,DIAMOND ,0
15791053,Lucciano,secondary ,709,Germany,Male,45,4,122917.71,1,1,1,11.58,yes,yes ,GOLD ,1
15644005,Holman,secondary ,571,France,Female,33,9,0,2,0,1,77519.62,no,yes ,PLATINUM ,0
15796343,Bazhenov,primary ,707,France,Female,31,2,82787.93,2,0,0,91423.69,no,yes ,PLATINUM ,0
15751057,Douglas,tertiary ,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,no,yes ,PLATINUM ,0
15623430,Hill,tertiary ,672,France,Male,34,9,0,2,1,0,161800.77,no,yes ,GOLD ,0
15682600,Lo,unknown ,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,no,yes ,PLATINUM ,1
15769312,Forbes,secondary ,557,Spain,Male,48,10,0,2,1,1,185094.48,no,yes ,PLATINUM ,0
15708212,Lin,secondary ,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,no,yes ,DIAMOND ,1
15650258,Sinclair,secondary ,479,France,Female,35,2,113090.4,1,1,0,195649.79,no,yes ,GOLD ,0
15604345,Kemp,secondary ,730,France,Female,22,9,65763.57,1,1,1,145792.01,no,yes ,SILVER ,0
15578297,Ebelegbulam,secondary ,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,yes,yes ,GOLD ,1
15671789,Woods,secondary ,616,France,Male,31,3,94263.91,2,1,0,168895.06,no,yes ,SILVER ,0
15726186,Genovese,secondary ,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,no,yes ,PLATINUM ,0
15764618,Tseng,secondary ,815,Spain,Female,39,6,0,1,1,1,85167.88,yes,yes ,DIAMOND ,0
15730738,Chiang,secondary ,786,Spain,Male,31,9,0,2,1,1,18210.36,no,yes ,SILVER ,0
15637650,Williams,secondary ,549,France,Male,50,9,94748.76,2,0,1,13608.18,no,yes ,GOLD ,0
15606267,Wilson,secondary ,622,France,Female,38,4,98640.74,1,1,1,110457.99,no,yes ,SILVER ,0
15625904,Wang,secondary ,624,France,Male,26,9,74681.9,2,0,0,31231.35,no,yes ,PLATINUM ,0
15654463,Moore,primary ,841,France,Male,34,4,0,2,1,0,141582.66,yes,yes ,DIAMOND ,0
15774151,Iadanza,secondary ,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,yes,yes ,GOLD ,1
15693259,Wallace,secondary ,676,France,Male,30,1,128207.23,1,1,1,55400.17,yes,yes ,GOLD ,0
15642468,Clark,primary ,697,France,Male,42,9,132739.26,2,0,0,174667.65,no,yes ,PLATINUM ,0
15758531,Y?,secondary ,732,France,Female,40,10,0,2,1,0,154189.08,yes,yes ,DIAMOND ,0
15728352,Yermakov,primary ,623,France,Male,27,4,120509.81,1,0,0,142170.44,no,yes ,GOLD ,0
15637240,Wei,unknown ,541,France,Male,46,4,124547.13,2,1,0,94499.06,no,yes ,GOLD ,0
15595588,Chukwunonso,secondary ,773,Spain,Female,39,4,0,2,0,1,182081.45,yes,yes ,GOLD ,0
15778395,McIntyre,tertiary ,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,yes,yes ,SILVER ,1
15711825,Ts'ai,unknown ,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,no,yes ,SILVER ,0
15599251,Chung,primary ,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,no,yes ,GOLD ,0
15570004,Tsou,secondary ,850,France,Male,31,3,0,2,1,0,121866.87,yes,yes ,SILVER ,0
15656912,Aitken,secondary ,649,Spain,Male,51,4,0,1,1,1,150390.57,yes,yes ,PLATINUM ,0
15657342,Dawson,secondary ,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,no,yes ,SILVER ,1
15716284,Ward,secondary ,543,France,Male,43,9,0,2,1,1,78858.07,yes,yes ,SILVER ,0
15672374,Pai,unknown ,672,France,Male,52,8,170008.84,1,0,0,56407.42,no,yes ,SILVER ,1
15732476,Ifeanyichukwu,secondary ,600,France,Female,27,3,0,2,0,1,125698.97,yes,yes ,PLATINUM ,0
15747724,Briggs,secondary ,671,Spain,Female,34,10,0,1,1,0,23235.38,no,yes ,SILVER ,0
15633877,Morrison,secondary ,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,no,yes ,SILVER ,0
15672516,Wall,primary ,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,no,yes ,PLATINUM ,0
15607827,Nebechukwu,secondary ,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,no,yes ,DIAMOND ,0
15751336,Yao,secondary ,630,Spain,Male,30,3,0,2,0,1,10486.69,no,yes ,PLATINUM ,0
15646539,Liao,secondary ,531,France,Male,31,3,96288.26,1,1,0,56794.73,no,yes ,DIAMOND ,0
15756901,Ch'ang,secondary ,641,France,Female,26,4,91547.84,2,0,1,28157.34,yes,yes ,PLATINUM ,0
15809286,Burke,primary ,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,yes,yes ,DIAMOND ,1
15759021,Kay,secondary ,685,France,Male,35,9,0,1,1,0,167033.83,no,yes ,PLATINUM ,0
15725039,McIntyre,primary ,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,yes,yes ,GOLD ,0
15579130,Chidiegwu,secondary ,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,yes,yes ,PLATINUM ,1
15754112,Musgrove,tertiary ,653,Spain,Male,55,7,0,2,1,1,41967.03,no,yes ,SILVER ,0
15735522,Boulger,tertiary ,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,no,yes ,SILVER ,0
15613326,Gow,primary ,596,France,Female,33,1,138162.81,1,1,0,85412.54,no,yes ,DIAMOND ,0
15739502,Amaechi,secondary ,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,no,yes ,DIAMOND ,0
15670914,Robe,tertiary ,754,France,Male,38,2,0,2,1,0,180698.32,no,yes ,GOLD ,0
15604073,Bibi,tertiary ,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,no,yes ,DIAMOND ,0
